"Results","Agent","Map","Placement","Average Rank of Match","Average Combat Score (ACS)","K/D","KAST%","First Death"
"0",54.4444444444444,51.7241379310345,45.4545454545455,54.8387096774194,237,1.11764705882353,71,0
"1",28.5714285714286,49.2753623188406,42.1052631578947,55.5555555555556,143,1.09090909090909,68,0
"1",54.4444444444444,49.2753623188406,45.8823529411765,54.8387096774194,157,0.65,67,1
"0",50.6666666666667,51.5625,42.4657534246575,44.8275862068966,203,0.944444444444444,71,0
"1",54.4444444444444,55.8139534883721,53.3333333333333,54.8387096774194,169,0.928571428571429,77,2
"0",54.4444444444444,49.3150684931507,45.8823529411765,44.8275862068966,98,0.357142857142857,44,3
"0",45.4545454545455,49.2753623188406,42.1052631578947,44.8275862068966,102,0.625,65,2
"1",54.4444444444444,55.8139534883721,42.1052631578947,54.8387096774194,81,0.466666666666667,58,1
"0",54.4444444444444,49.3150684931507,42.4657534246575,44.8275862068966,190,0.857142857142857,74,1
"0",54.4444444444444,49.3150684931507,42.4657534246575,54.8387096774194,158,0.642857142857143,65,1
"1",54.4444444444444,51.5625,45.8823529411765,54.8387096774194,220,1.33333333333333,81,0
"1",54.4444444444444,51.7241379310345,75,54.8387096774194,117,0.9,74,1
"0",54.4444444444444,52.112676056338,53.3333333333333,54.8387096774194,161,0.882352941176471,62,0
"1",54.4444444444444,55.8139534883721,45.8823529411765,46.1538461538462,131,0.5,50,1
"0",45.4545454545455,51.7241379310345,42.1052631578947,55.5555555555556,128,0.409090909090909,58,1
"1",54.4444444444444,52.112676056338,42.1052631578947,54.8387096774194,129,0.818181818181818,85,1
"1",50.6666666666667,51.5625,75,55.5555555555556,203,1.18181818181818,72,2
"1",50.6666666666667,52.112676056338,42.4657534246575,55.5555555555556,190,1.08333333333333,80,0
"1",50.6666666666667,51.5625,53.3333333333333,54.8387096774194,174,0.941176470588235,77,1
"0",54.4444444444444,52.112676056338,42.1052631578947,46.1538461538462,107,0.5,61,2
"0",54.4444444444444,49.3150684931507,42.1052631578947,55.5555555555556,60,0.2,41,0
"0",54.4444444444444,55.8139534883721,42.4657534246575,54.8387096774194,179,0.923076923076923,73,1
"1",54.4444444444444,52.112676056338,42.1052631578947,44.8275862068966,129,0.6,73,2
"0",45.4545454545455,52.112676056338,42.4657534246575,44.8275862068966,144,0.8125,75,1
"1",54.4444444444444,52.112676056338,53.3333333333333,54.8387096774194,183,1.07142857142857,91,1
"0",50.6666666666667,49.2753623188406,42.4657534246575,54.8387096774194,195,1.05882352941176,65,3
"1",33.3333333333333,49.3150684931507,45.4545454545455,55.5555555555556,210,1.45454545454545,90,0
"1",54.4444444444444,51.7241379310345,53.3333333333333,54.8387096774194,179,1.125,69,0
"0",54.4444444444444,51.5625,59.2592592592593,44.8275862068966,200,0.9375,77,3
"1",33.3333333333333,51.7241379310345,45.8823529411765,54.8387096774194,104,0.5,79,3
"0",33.3333333333333,51.7241379310345,53.3333333333333,55.5555555555556,208,1,73,0
"1",54.4444444444444,52.112676056338,42.1052631578947,55.5555555555556,109,0.538461538461538,84,0
"1",54.4444444444444,52.112676056338,75,54.8387096774194,179,2.16666666666667,100,0
"1",54.4444444444444,49.3150684931507,45.8823529411765,44.8275862068966,144,0.769230769230769,75,2
"1",66.6666666666667,55.8139534883721,59.2592592592593,54.8387096774194,133,0.6,52,0
"0",50.6666666666667,55.8139534883721,42.4657534246575,54.8387096774194,184,0.6,64,2
"0",33.3333333333333,52.112676056338,45.8823529411765,54.8387096774194,126,0.4,59,1
"1",50.6666666666667,52.112676056338,59.2592592592593,55.5555555555556,175,1,71,3
"0",54.4444444444444,51.5625,45.8823529411765,54.8387096774194,108,0.384615384615385,56,0
"1",54.4444444444444,49.3150684931507,42.4657534246575,54.8387096774194,133,0.727272727272727,72,6
"1",54.4444444444444,51.7241379310345,59.2592592592593,54.8387096774194,138,0.785714285714286,75,0
"1",54.4444444444444,49.3150684931507,45.8823529411765,55.5555555555556,133,0.916666666666667,81,1
"1",50.6666666666667,49.2753623188406,59.2592592592593,54.8387096774194,124,0.571428571428571,79,2
"0",54.4444444444444,51.5625,45.8823529411765,46.1538461538462,173,1.07142857142857,71,0
"0",54.4444444444444,51.5625,45.8823529411765,60,146,0.75,62,3
"0",54.4444444444444,55.8139534883721,45.8823529411765,46.1538461538462,132,0.5,48,2
"0",54.4444444444444,45.2380952380952,45.8823529411765,46.1538461538462,124,0.571428571428571,60,0
"1",45.4545454545455,52.112676056338,78.5714285714286,54.8387096774194,255,1.7,89,2
"1",45.4545454545455,49.2753623188406,55.5555555555556,54.8387096774194,321,2,95,4
"1",50.6666666666667,52.112676056338,71.4285714285714,55.5555555555556,295,1.5625,83,0
"0",50.6666666666667,55.8139534883721,78.5714285714286,54.8387096774194,276,1.27777777777778,73,4
"1",50.6666666666667,49.2753623188406,78.5714285714286,54.8387096774194,286,1.22727272727273,61,6
"1",45.4545454545455,49.3150684931507,78.5714285714286,55.5555555555556,251,1.30769230769231,81,1
"0",54.4444444444444,45.2380952380952,53.3333333333333,55.5555555555556,189,0.6875,59,0
"1",54.4444444444444,49.2753623188406,59.2592592592593,55.5555555555556,158,0.666666666666667,70,2
"0",54.4444444444444,49.2753623188406,78.5714285714286,46.1538461538462,260,1,72,0
"1",50.6666666666667,51.5625,53.3333333333333,55.5555555555556,238,1.69230769230769,83,0
"1",54.4444444444444,45.2380952380952,75,54.8387096774194,202,1.57142857142857,89,0
"1",50.6666666666667,52.112676056338,45.4545454545455,55.5555555555556,238,1.69230769230769,83,0
"0",54.4444444444444,51.7241379310345,42.1052631578947,60,91,0.333333333333333,60,0
"0",28.5714285714286,52.112676056338,45.8823529411765,46.1538461538462,145,0.434782608695652,62,3
"1",50.6666666666667,49.2753623188406,78.5714285714286,55.5555555555556,216,3.5,93,0
"1",100,55.8139534883721,42.1052631578947,55.5555555555556,67,0.352941176470588,65,2
"1",100,55.8139534883721,75,55.5555555555556,228,1.18181818181818,76,2
"1",28.5714285714286,45.2380952380952,53.3333333333333,46.1538461538462,181,1.5,70,1
"0",28.5714285714286,51.5625,45.8823529411765,46.1538461538462,202,0.647058823529412,61,1
"0",28.5714285714286,49.3150684931507,53.3333333333333,46.1538461538462,114,0.411764705882353,65,1
"0",50.6666666666667,49.2753623188406,45.8823529411765,46.1538461538462,144,0.6875,68,1
"1",50.6666666666667,49.3150684931507,45.8823529411765,60,100,0.388888888888889,71,1
"1",54.4444444444444,52.112676056338,45.8823529411765,60,167,1.05882352941176,69,0
"1",50.6666666666667,49.3150684931507,78.5714285714286,60,282,1.8,78,1
"0",50.6666666666667,51.7241379310345,53.3333333333333,55.5555555555556,189,1,74,1
"1",54.4444444444444,51.7241379310345,59.2592592592593,46.1538461538462,124,0.705882352941177,69,2
"1",100,49.2753623188406,42.1052631578947,46.1538461538462,85,0.470588235294118,62,2
"0",54.4444444444444,45.2380952380952,59.2592592592593,46.1538461538462,185,0.875,68,2
"0",28.5714285714286,52.112676056338,42.1052631578947,55.5555555555556,105,0.466666666666667,57,2
"1",54.4444444444444,52.112676056338,53.3333333333333,55.5555555555556,216,1.38461538461538,70,3
"0",54.4444444444444,45.2380952380952,42.1052631578947,46.1538461538462,82,0.230769230769231,31,1
"0",54.4444444444444,51.7241379310345,45.8823529411765,55.5555555555556,186,0.75,71,3
"1",54.4444444444444,55.8139534883721,53.3333333333333,44.8275862068966,165,1.16666666666667,92,2
"1",54.4444444444444,51.7241379310345,59.2592592592593,44.8275862068966,190,1.33333333333333,90,2
"0",54.4444444444444,51.5625,42.4657534246575,46.1538461538462,153,0.625,64,1
"1",48.1481481481481,51.5625,59.2592592592593,46.1538461538462,116,1.5,93,1
"1",54.4444444444444,52.112676056338,42.4657534246575,46.1538461538462,191,1.07142857142857,73,1
"0",28.5714285714286,52.112676056338,42.1052631578947,54.8387096774194,110,0.5625,61,3
"1",50.6666666666667,49.2753623188406,42.4657534246575,55.5555555555556,162,0.866666666666667,82,2
"0",48.1481481481481,51.5625,42.4657534246575,55.5555555555556,178,0.736842105263158,64,4
"1",54.4444444444444,49.3150684931507,45.4545454545455,55.5555555555556,234,1.42857142857143,83,2
"0",50.6666666666667,55.8139534883721,55.5555555555556,55.5555555555556,309,1.27777777777778,81,1
"1",54.4444444444444,49.3150684931507,53.3333333333333,55.5555555555556,197,1.875,72,0
"0",54.4444444444444,45.2380952380952,42.1052631578947,55.5555555555556,115,0.421052631578947,71,0
"1",54.4444444444444,45.2380952380952,59.2592592592593,46.1538461538462,155,1.14285714285714,75,0
"0",54.4444444444444,51.5625,59.2592592592593,46.1538461538462,160,0.642857142857143,50,1
"1",54.4444444444444,49.2753623188406,45.8823529411765,46.1538461538462,87,0.583333333333333,79,2
"0",50.6666666666667,45.2380952380952,42.4657534246575,55.5555555555556,112,0.4375,47,1
"1",54.4444444444444,49.3150684931507,45.8823529411765,55.5555555555556,134,0.769230769230769,80,1
"1",54.4444444444444,49.2753623188406,42.1052631578947,46.1538461538462,83,0.75,76,0
"0",54.4444444444444,51.5625,42.4657534246575,46.1538461538462,168,0.777777777777778,88,1
"1",50.6666666666667,49.3150684931507,55.5555555555556,55.5555555555556,239,1.14285714285714,65,0
"0",54.4444444444444,49.2753623188406,45.8823529411765,60,160,0.823529411764706,89,2
"0",54.4444444444444,51.5625,45.8823529411765,46.1538461538462,130,0.8,58,0
"0",28.5714285714286,49.3150684931507,55.5555555555556,46.1538461538462,242,1.14285714285714,70,0
"0",28.5714285714286,49.2753623188406,59.2592592592593,55.5555555555556,157,0.777777777777778,64,0
"1",50.6666666666667,49.2753623188406,53.3333333333333,55.5555555555556,170,0.857142857142857,77,2
"1",50.6666666666667,55.8139534883721,42.4657534246575,46.1538461538462,184,0.846153846153846,78,4
"0",50.6666666666667,45.2380952380952,45.8823529411765,46.1538461538462,138,0.409090909090909,57,2
"1",50.6666666666667,55.8139534883721,59.2592592592593,60,152,0.727272727272727,53,5
"1",54.4444444444444,51.5625,78.5714285714286,55.5555555555556,230,1.55555555555556,83,1
"0",54.4444444444444,49.2753623188406,45.8823529411765,60,175,1,65,0
"0",54.4444444444444,51.5625,42.4657534246575,46.1538461538462,180,0.833333333333333,78,3
"1",66.6666666666667,55.8139534883721,75,55.5555555555556,185,2,88,1
"0",54.4444444444444,51.5625,42.4657534246575,55.5555555555556,156,0.666666666666667,50,4
"0",54.4444444444444,51.5625,45.4545454545455,55.5555555555556,171,0.888888888888889,57,3
"1",54.4444444444444,55.8139534883721,42.1052631578947,46.1538461538462,95,0.470588235294118,52,2
"1",50.6666666666667,51.7241379310345,53.3333333333333,55.5555555555556,214,0.961538461538462,75,8
"1",66.6666666666667,55.8139534883721,45.8823529411765,44.8275862068966,157,0.8,76,1
"0",28.5714285714286,52.112676056338,42.1052631578947,46.1538461538462,118,0.352941176470588,47,2
"0",66.6666666666667,55.8139534883721,42.1052631578947,55.5555555555556,114,0.375,42,2
"0",54.4444444444444,49.2753623188406,42.1052631578947,46.1538461538462,60,0.153846153846154,50,1
"0",48.1481481481481,51.7241379310345,45.8823529411765,46.1538461538462,122,0.625,48,1
"1",54.4444444444444,51.7241379310345,55.5555555555556,46.1538461538462,242,1.33333333333333,77,1
"1",54.4444444444444,51.7241379310345,45.8823529411765,44.8275862068966,147,0.65,75,2
"1",54.4444444444444,49.3150684931507,59.2592592592593,44.8275862068966,132,0.666666666666667,74,2
"0",54.4444444444444,49.3150684931507,53.3333333333333,54.8387096774194,214,0.8,72,3
"1",54.4444444444444,51.5625,45.8823529411765,44.8275862068966,125,0.777777777777778,80,0
"0",54.4444444444444,49.3150684931507,45.8823529411765,55.5555555555556,159,0.65,75,0
"0",66.6666666666667,52.112676056338,45.4545454545455,46.1538461538462,270,1.08333333333333,64,0
"0",28.5714285714286,49.2753623188406,42.1052631578947,46.1538461538462,40,0.1,45,4
"0",54.4444444444444,51.7241379310345,53.3333333333333,55.5555555555556,213,1.21052631578947,87,2
"1",54.4444444444444,51.7241379310345,45.8823529411765,46.1538461538462,128,0.55,65,0
"1",54.4444444444444,51.7241379310345,42.4657534246575,54.8387096774194,197,1.18181818181818,68,1
"0",54.4444444444444,51.5625,42.1052631578947,55.5555555555556,140,0.684210526315789,62,1
"1",54.4444444444444,49.3150684931507,75,46.1538461538462,210,2,89,0
"1",54.4444444444444,51.5625,53.3333333333333,53.3333333333333,168,1.1,84,2
"1",54.4444444444444,52.112676056338,59.2592592592593,44.8275862068966,131,0.625,78,2
"0",28.5714285714286,52.112676056338,59.2592592592593,54.8387096774194,154,0.785714285714286,65,0
"0",50.6666666666667,49.2753623188406,45.4545454545455,54.8387096774194,252,1.2,75,2
"1",54.4444444444444,51.5625,45.8823529411765,54.8387096774194,134,0.8,75,1
"1",48.1481481481481,51.7241379310345,59.2592592592593,54.8387096774194,131,0.727272727272727,82,1
"1",28.5714285714286,52.112676056338,53.3333333333333,44.8275862068966,171,0.875,58,3
"1",54.4444444444444,52.112676056338,42.4657534246575,54.8387096774194,182,1.2,83,1
"1",54.4444444444444,49.3150684931507,75,46.1538461538462,206,1.0625,65,2
"0",54.4444444444444,52.112676056338,42.1052631578947,46.1538461538462,129,0.666666666666667,62,2
"1",54.4444444444444,49.2753623188406,42.4657534246575,60,132,2,92,0
"1",54.4444444444444,49.3150684931507,59.2592592592593,60,165,0.6875,73,2
"0",54.4444444444444,51.5625,42.4657534246575,55.5555555555556,176,0.764705882352941,71,1
"0",30,52.112676056338,42.1052631578947,54.8387096774194,120,0.277777777777778,45,6
"0",54.4444444444444,49.2753623188406,42.1052631578947,55.5555555555556,170,0.777777777777778,70,2
"0",50.6666666666667,55.8139534883721,75,44.8275862068966,199,0.782608695652174,68,1
"0",50.6666666666667,52.112676056338,45.4545454545455,44.8275862068966,216,1.21428571428571,82,3
"0",50.6666666666667,49.3150684931507,42.1052631578947,44.8275862068966,85,0.428571428571429,47,4
"0",50.6666666666667,49.2753623188406,45.4545454545455,44.8275862068966,278,1.06666666666667,62,1
"1",50.6666666666667,45.2380952380952,78.5714285714286,44.8275862068966,270,1.35294117647059,96,3
"1",50.6666666666667,45.2380952380952,42.4657534246575,54.8387096774194,149,0.714285714285714,65,4
"1",54.4444444444444,51.5625,45.4545454545455,54.8387096774194,216,2,86,1
"1",50.6666666666667,55.8139534883721,59.2592592592593,55.5555555555556,108,0.571428571428571,60,1
"1",54.4444444444444,52.112676056338,42.1052631578947,55.5555555555556,72,0.388888888888889,61,2
"0",54.4444444444444,51.5625,45.8823529411765,44.8275862068966,139,0.75,71,0
"0",33.3333333333333,49.3150684931507,45.8823529411765,44.8275862068966,149,0.65,81,0
"1",50.6666666666667,52.112676056338,55.5555555555556,44.8275862068966,237,1.04761904761905,80,1
"1",54.4444444444444,49.2753623188406,53.3333333333333,54.8387096774194,185,1.27272727272727,79,1
"0",50.6666666666667,51.7241379310345,45.8823529411765,55.5555555555556,119,0.4,58,3
"0",54.4444444444444,45.2380952380952,42.4657534246575,44.8275862068966,97,0.4,14,0
"0",54.4444444444444,51.5625,45.8823529411765,54.8387096774194,147,0.625,80,2
"1",54.4444444444444,45.2380952380952,53.3333333333333,54.8387096774194,173,1.5,88,1
"0",28.5714285714286,49.3150684931507,53.3333333333333,54.8387096774194,180,0.882352941176471,62,1
"1",54.4444444444444,52.112676056338,59.2592592592593,44.8275862068966,175,1.2,71,3
"0",54.4444444444444,49.3150684931507,53.3333333333333,54.8387096774194,180,0.647058823529412,58,2
"1",28.5714285714286,49.2753623188406,42.1052631578947,61.5384615384615,131,0.526315789473684,65,2
"0",30,51.7241379310345,42.1052631578947,46.1538461538462,122,0.466666666666667,60,2
"0",54.4444444444444,55.8139534883721,42.4657534246575,55.5555555555556,157,0.8125,71,0
"0",50.6666666666667,51.7241379310345,42.1052631578947,54.8387096774194,154,0.647058823529412,59,2
"1",50.6666666666667,51.5625,45.8823529411765,60,151,0.764705882352941,61,3
"0",54.4444444444444,45.2380952380952,45.8823529411765,54.8387096774194,138,0.846153846153846,60,1
"1",45.4545454545455,52.112676056338,59.2592592592593,54.8387096774194,127,1.33333333333333,88,0
"1",54.4444444444444,49.3150684931507,45.4545454545455,55.5555555555556,235,1.33333333333333,74,3
"0",54.4444444444444,49.2753623188406,45.8823529411765,54.8387096774194,141,0.55,74,3
"0",50.6666666666667,55.8139534883721,53.3333333333333,55.5555555555556,191,0.875,73,1
"1",54.4444444444444,51.7241379310345,42.4657534246575,44.8275862068966,178,0.8,68,1
"0",54.4444444444444,45.2380952380952,42.4657534246575,44.8275862068966,179,0.8125,87,3
"0",54.4444444444444,49.3150684931507,59.2592592592593,55.5555555555556,146,0.6,56,2
"0",50.6666666666667,55.8139534883721,75,54.8387096774194,222,0.8,65,1
"0",30,49.2753623188406,42.4657534246575,54.8387096774194,147,0.526315789473684,50,1
"1",54.4444444444444,55.8139534883721,75,44.8275862068966,242,1.27777777777778,68,2
"0",45.4545454545455,49.3150684931507,59.2592592592593,54.8387096774194,163,0.625,53,3
"0",50.6666666666667,45.2380952380952,55.5555555555556,44.8275862068966,322,1.35294117647059,55,4
"1",50.6666666666667,52.112676056338,55.5555555555556,44.8275862068966,258,1.17647058823529,74,3
"0",50.6666666666667,51.7241379310345,45.8823529411765,54.8387096774194,168,0.647058823529412,67,2
"1",50.6666666666667,49.2753623188406,45.4545454545455,54.8387096774194,248,1.55555555555556,100,0
"0",54.4444444444444,49.2753623188406,42.1052631578947,54.8387096774194,106,0.428571428571429,80,0
"1",54.4444444444444,51.7241379310345,78.5714285714286,54.8387096774194,201,1.14285714285714,95,1
"1",48.1481481481481,45.2380952380952,45.8823529411765,55.5555555555556,163,0.642857142857143,74,3
"0",54.4444444444444,51.5625,75,55.5555555555556,209,0.846153846153846,65,3
"1",54.4444444444444,55.8139534883721,42.4657534246575,55.5555555555556,154,0.818181818181818,80,2
"0",54.4444444444444,55.8139534883721,45.4545454545455,54.8387096774194,237,1.13333333333333,65,2
"0",54.4444444444444,49.3150684931507,59.2592592592593,54.8387096774194,155,0.705882352941177,75,3
"1",54.4444444444444,51.7241379310345,42.4657534246575,54.8387096774194,209,1.23529411764706,85,3
"1",54.4444444444444,45.2380952380952,42.1052631578947,55.5555555555556,107,0.416666666666667,79,2
"1",50.6666666666667,52.112676056338,53.3333333333333,54.8387096774194,215,1.42857142857143,85,1
"1",28.5714285714286,51.7241379310345,75,46.1538461538462,154,1.2,73,2
"1",28.5714285714286,49.3150684931507,42.1052631578947,46.1538461538462,131,0.533333333333333,76,3
"0",71.4285714285714,51.5625,53.3333333333333,46.1538461538462,224,0.588235294117647,76,2
